pair_id,target_frame,reference_frame,degradation,method,mask_ratio,masked_psnr,masked_ssim,masked_lpips,mask_outside_max_abs,homography_mask_support_ratio,matches,inliers
matrixcity_down_0024,48,47,uv_stretch,identity,0.295777,10.916036941196982,0.29841391041228293,0.17211464047431946,0,,,
matrixcity_down_0024,48,47,uv_stretch,homography,0.295777,19.298217451892675,0.5663835696738981,0.030624037608504295,0,1.0,596,490
matrixcity_down_0025,50,49,repeat_seam,identity,0.448561,14.434617803192111,0.44267952259060744,0.268934428691864,0,,,
matrixcity_down_0025,50,49,repeat_seam,homography,0.448561,15.872182504711844,0.41048329464282357,0.10867778211832047,0,0.9886637491890735,379,297
matrixcity_down_0026,52,51,resolution_blur,identity,0.331154,26.187204320020218,0.7145307235759868,0.19928240776062012,0,,,
matrixcity_down_0026,52,51,resolution_blur,homography,0.331154,17.55351359063304,0.47579277884007487,0.08944199979305267,0,1.0,652,542
matrixcity_down_0027,54,53,uv_stretch,identity,0.311714,14.316482790117252,0.3910441091261061,0.2205895632505417,0,,,
matrixcity_down_0027,54,53,uv_stretch,homography,0.311714,20.484657802834562,0.5685770773133795,0.05555366724729538,0,1.0,647,579
matrixcity_down_0028,56,57,repeat_seam,identity,0.382,14.44482811101774,0.3782297929866341,0.5293900966644287,0,,,
matrixcity_down_0028,56,57,repeat_seam,homography,0.382,16.626975057794166,0.42484928395362076,0.24961909651756287,0,0.9918874345549739,445,338
matrixcity_down_0029,58,57,resolution_blur,identity,0.172035,24.720814918579478,0.6479071241081917,0.43940305709838867,0,,,
matrixcity_down_0029,58,57,resolution_blur,homography,0.172035,22.474902718253695,0.5645069126070158,0.09595408290624619,0,1.0,675,512
matrixcity_down_0030,60,59,uv_stretch,identity,0.169505,16.699856267367622,0.41175847060569504,0.4041450023651123,0,,,
matrixcity_down_0030,60,59,uv_stretch,homography,0.169505,23.386573362406928,0.6033749652570688,0.1285218745470047,0,1.0,779,628
matrixcity_down_0031,62,61,repeat_seam,identity,0.348895,17.109371593569733,0.5052411354634707,0.18452969193458557,0,,,
matrixcity_down_0031,62,61,repeat_seam,homography,0.348895,18.985274566102223,0.4456581874060165,0.05534161999821663,0,1.0,554,460
matrixcity_down_0032,64,65,resolution_blur,identity,0.29807,26.491293844599607,0.7070920280234896,0.19238807260990143,0,,,
matrixcity_down_0032,64,65,resolution_blur,homography,0.29807,17.74494152783597,0.4174452231678815,0.12878559529781342,0,0.9992484986748079,730,599
matrixcity_down_0033,66,67,uv_stretch,identity,0.226144,15.920691243474261,0.39485585951421054,0.25305232405662537,0,,,
matrixcity_down_0033,66,67,uv_stretch,homography,0.226144,17.33797162304047,0.5068787365073345,0.12794893980026245,0,0.9248266591198528,749,641
matrixcity_down_0034,68,69,repeat_seam,identity,0.414369,14.08264510906989,0.3758128984503754,0.3572554290294647,0,,,
matrixcity_down_0034,68,69,repeat_seam,homography,0.414369,16.28410136353297,0.42095397640809723,0.1731077879667282,0,0.9995776711095666,515,406
matrixcity_down_0035,70,69,resolution_blur,identity,0.34927,25.144487895415786,0.6527869900721555,0.3046976923942566,0,,,
matrixcity_down_0035,70,69,resolution_blur,homography,0.34927,18.638408460625914,0.4468010325024591,0.10699908435344696,0,1.0,649,498
matrixcity_down_0036,72,73,uv_stretch,identity,0.212684,20.762137921045483,0.5037168903018223,0.3740018606185913,0,,,
matrixcity_down_0036,72,73,uv_stretch,homography,0.212684,18.029690762560403,0.47021971990416134,0.2533547580242157,0,0.8604737544902297,842,663
matrixcity_down_0037,74,73,repeat_seam,identity,0.22343,28.377714286544343,0.7886193155686965,0.08148671686649323,0,,,
matrixcity_down_0037,74,73,repeat_seam,homography,0.22343,18.12616440607783,0.4819473020313497,0.10518012940883636,0,1.0,822,645
matrixcity_down_0038,76,77,resolution_blur,identity,0.326846,25.015693351401026,0.6456963679586449,0.40122172236442566,0,,,
matrixcity_down_0038,76,77,resolution_blur,homography,0.326846,15.95137040362726,0.38858231635944995,0.25541746616363525,0,0.8741945748150505,639,498
matrixcity_down_0039,78,79,uv_stretch,identity,0.276198,10.053854600382587,0.37121695611424405,0.21864819526672363,0,,,
matrixcity_down_0039,78,79,uv_stretch,homography,0.276198,15.650379415965682,0.514779740839797,0.06203152984380722,0,0.9800143375404601,658,475
matrixcity_down_0040,80,79,repeat_seam,identity,0.185326,21.267680260345124,0.6077734092308038,0.21695736050605774,0,,,
matrixcity_down_0040,80,79,repeat_seam,homography,0.185326,23.878178747355562,0.5501596999379738,0.10422779619693756,0,1.0,822,645
matrixcity_down_0041,82,81,resolution_blur,identity,0.301419,26.008573471733158,0.6661687869834848,0.10570469498634338,0,,,
matrixcity_down_0041,82,81,resolution_blur,homography,0.301419,18.80731811362854,0.5149515554040428,0.06882286071777344,0,1.0,694,523
matrixcity_down_0042,84,83,uv_stretch,identity,0.353071,8.947668603953025,0.31858371251229745,0.3464578688144684,0,,,
matrixcity_down_0042,84,83,uv_stretch,homography,0.353071,16.187833818572685,0.4200471395464859,0.12453652918338776,0,0.9657037819588694,644,511
matrixcity_down_0043,86,85,repeat_seam,identity,0.171072,9.60104250676555,0.3168495785119054,0.59831702709198,0,,,
matrixcity_down_0043,86,85,repeat_seam,homography,0.171072,14.565516946047111,0.4531674771277127,0.40260815620422363,0,1.0,791,640
matrixcity_down_0044,88,89,resolution_blur,identity,0.332903,28.04336502103114,0.7034544062080311,0.2412758320569992,0,,,
matrixcity_down_0044,88,89,resolution_blur,homography,0.332903,18.985036090484556,0.47784317612223637,0.22504296898841858,0,0.8707731681600946,753,625
matrixcity_down_0045,90,91,uv_stretch,identity,0.246868,18.441412715196325,0.4739942630675954,0.4330025315284729,0,,,
matrixcity_down_0045,90,91,uv_stretch,homography,0.246868,18.13263193216383,0.47542553293528667,0.2545957565307617,0,0.8542824505403698,718,601
matrixcity_down_0046,92,93,repeat_seam,identity,0.347099,12.789708967937854,0.46719047601847613,0.13452504575252533,0,,,
matrixcity_down_0046,92,93,repeat_seam,homography,0.347099,18.021305833275648,0.48824493692810356,0.08152962476015091,0,0.9362631410635006,656,541
matrixcity_down_0047,94,93,resolution_blur,identity,0.239828,25.94349597026412,0.7556668288625382,0.3719823360443115,0,,,
matrixcity_down_0047,94,93,resolution_blur,homography,0.239828,18.463477899976436,0.5322548685090285,0.1849145144224167,0,1.0,758,643
matrixcity_down_0048,96,97,uv_stretch,identity,0.24267,6.7976638561575395,0.29247022380213067,0.46400779485702515,0,,,
matrixcity_down_0048,96,97,uv_stretch,homography,0.24267,15.609359321017806,0.45831040819532415,0.21632255613803864,0,0.9991305064490872,696,588
matrixcity_down_0049,98,97,repeat_seam,identity,0.370506,9.441065685993683,0.3368660774265656,0.5540433526039124,0,,,
matrixcity_down_0049,98,97,repeat_seam,homography,0.370506,15.142822737945856,0.40403427790110696,0.31517913937568665,0,0.8944794416284757,442,367
matrixcity_down_0050,100,101,resolution_blur,identity,0.168038,27.242564945817524,0.7639574889353188,0.19688335061073303,0,,,
matrixcity_down_0050,100,101,resolution_blur,homography,0.168038,16.28915339536664,0.48585258500156303,0.21180890500545502,0,0.8844606577083755,821,713
matrixcity_down_0051,102,103,uv_stretch,identity,0.417201,8.897647849341832,0.3717925908906146,0.2596015930175781,0,,,
matrixcity_down_0051,102,103,uv_stretch,homography,0.417201,17.450321773006085,0.46550734224320606,0.09391343593597412,0,0.8839168650123083,528,445
matrixcity_down_0052,104,103,repeat_seam,identity,0.12513,22.97289238910432,0.7057241513171578,0.1755829155445099,0,,,
matrixcity_down_0052,104,103,repeat_seam,homography,0.12513,25.910705964180444,0.6077412008756929,0.14190584421157837,0,1.0,806,669
matrixcity_down_0053,106,107,resolution_blur,identity,0.29065,25.18801643201487,0.7261029543671975,0.07324833422899246,0,,,
matrixcity_down_0053,106,107,resolution_blur,homography,0.29065,16.67483627762486,0.5057125959302027,0.04829537495970726,0,0.9949561328057801,660,546
matrixcity_down_0054,108,107,uv_stretch,identity,0.163493,12.927924899676926,0.4295503985515789,0.4426229000091553,0,,,
matrixcity_down_0054,108,107,uv_stretch,homography,0.163493,16.858510754841344,0.4925194363252434,0.24774783849716187,0,0.8874447224040173,649,517
matrixcity_down_0055,110,111,repeat_seam,identity,0.328018,9.624679844784406,0.4431453870623864,0.2975955903530121,0,,,
matrixcity_down_0055,110,111,repeat_seam,homography,0.328018,17.634669924350085,0.5341114603243996,0.13405705988407135,0,0.9840069752269692,536,462
matrixcity_down_0056,112,111,resolution_blur,identity,0.4019,27.248485591513322,0.7558956302708136,0.20360124111175537,0,,,
matrixcity_down_0056,112,111,resolution_blur,homography,0.4019,18.283499370116484,0.5074834081395782,0.12096697837114334,0,0.9777208260761383,501,400
matrixcity_down_0057,114,113,uv_stretch,identity,0.160329,8.112416034172862,0.32437884153241564,0.36444562673568726,0,,,
matrixcity_down_0057,114,113,uv_stretch,homography,0.160329,18.112795667106056,0.5040331450927363,0.16689974069595337,0,1.0,671,447
matrixcity_down_0058,116,115,repeat_seam,identity,0.435213,27.499299334622293,0.7909018394236899,0.112627312541008,0,,,
matrixcity_down_0058,116,115,repeat_seam,homography,0.435213,18.66276327869093,0.6543701572523849,0.08419080823659897,0,1.0,599,430
matrixcity_down_0059,118,117,resolution_blur,identity,0.381184,27.07919744427801,0.7708751441960577,0.31049537658691406,0,,,
matrixcity_down_0059,118,117,resolution_blur,homography,0.381184,20.513054474826568,0.7124521963767961,0.12333676964044571,0,1.0,608,434
matrixcity_down_0060,120,119,uv_stretch,identity,0.272516,10.293903568278786,0.4655051256219735,0.398648738861084,0,,,
matrixcity_down_0060,120,119,uv_stretch,homography,0.272516,18.830924638734693,0.6803579815571933,0.10344581305980682,0,1.0,628,545
matrixcity_down_0061,122,123,repeat_seam,identity,0.350135,12.346130133083733,0.519531929352146,0.38414138555526733,0,,,
matrixcity_down_0061,122,123,repeat_seam,homography,0.350135,16.642359325367842,0.49891271063662795,0.21195217967033386,0,0.8901023890784983,556,449
matrixcity_down_0062,124,125,resolution_blur,identity,0.318617,25.429364402040733,0.7066616142106896,0.20835623145103455,0,,,
matrixcity_down_0062,124,125,resolution_blur,homography,0.318617,14.800268757112924,0.4842582531391628,0.14082542061805725,0,0.9039473725507428,703,565
matrixcity_down_0063,126,127,uv_stretch,identity,0.33758,14.065907030374126,0.407358783281549,0.4726285934448242,0,,,
matrixcity_down_0063,126,127,uv_stretch,homography,0.33758,15.85936367974867,0.43835388141873416,0.2191770225763321,0,0.9385804846258664,551,410
matrixcity_down_0064,128,127,repeat_seam,identity,0.229164,16.163125447866346,0.5967590278208278,0.26528242230415344,0,,,
matrixcity_down_0064,128,127,repeat_seam,homography,0.229164,14.61379009292293,0.4402119537098654,0.39952242374420166,0,1.0,858,738
matrixcity_down_0065,130,131,resolution_blur,identity,0.248652,25.530442201924608,0.6463001784782454,0.22626155614852905,0,,,
matrixcity_down_0065,130,131,resolution_blur,homography,0.248652,15.854533792916957,0.45456796644379294,0.13344068825244904,0,0.8863632707559159,717,623
matrixcity_down_0066,132,131,uv_stretch,identity,0.366664,20.402323658095334,0.5210308025674609,0.39648985862731934,0,,,
matrixcity_down_0066,132,131,uv_stretch,homography,0.366664,17.83359106345826,0.5307888075949633,0.30186086893081665,0,1.0,778,741
matrixcity_down_0067,134,135,repeat_seam,identity,0.445186,28.337212039881532,0.7925925299365298,0.037160858511924744,0,,,
matrixcity_down_0067,134,135,repeat_seam,homography,0.445186,15.268769759632,0.4935046414771833,0.1377306580543518,0,0.8942981135974626,767,687
matrixcity_down_0068,136,135,resolution_blur,identity,0.303188,26.88672673283774,0.6934665211705775,0.1426411122083664,0,,,
matrixcity_down_0068,136,135,resolution_blur,homography,0.303188,19.32564588743757,0.4225640452353591,0.06494082510471344,0,1.0,761,658
matrixcity_down_0069,138,137,uv_stretch,identity,0.366728,14.48659367730924,0.37108770386123,0.4701937437057495,0,,,
matrixcity_down_0069,138,137,uv_stretch,homography,0.366728,16.341495140281165,0.36175067008961426,0.24156644940376282,0,0.9364215440326346,560,509
matrixcity_down_0070,140,141,repeat_seam,identity,0.447488,28.403321636646567,0.7890398219871477,0.1301908642053604,0,,,
matrixcity_down_0070,140,141,repeat_seam,homography,0.447488,18.873101123077692,0.5718516081924104,0.1959158033132553,0,1.0,759,485
matrixcity_down_0071,142,141,resolution_blur,identity,0.362058,25.70341227260912,0.6595736151503229,0.4016856253147125,0,,,
matrixcity_down_0071,142,141,resolution_blur,homography,0.362058,16.33408812799066,0.35341794477098715,0.2644733488559723,0,0.9266250158814333,685,485
matrixcity_down_0072,144,143,uv_stretch,identity,0.343599,7.77556584718944,0.27248526630073366,0.5702874064445496,0,,,
matrixcity_down_0072,144,143,uv_stretch,homography,0.343599,14.81707046064377,0.32050921833403856,0.3065762221813202,0,0.9224299255818555,609,451
matrixcity_down_0073,146,145,repeat_seam,identity,0.317381,9.69751543656456,0.30847158233027105,0.5462120771408081,0,,,
matrixcity_down_0073,146,145,repeat_seam,homography,0.317381,15.369481568059335,0.3244101695465245,0.31630951166152954,0,0.9217249929894984,582,420
matrixcity_down_0074,148,149,resolution_blur,identity,0.361641,23.875586379529338,0.6477200431316892,0.3564014434814453,0,,,
matrixcity_down_0074,148,149,resolution_blur,homography,0.361641,14.904977913435985,0.3669957527186114,0.2414163053035736,0,1.0,528,399
matrixcity_down_0075,150,149,uv_stretch,identity,0.106917,16.33824878555956,0.45467132604016725,0.2786974608898163,0,,,
matrixcity_down_0075,150,149,uv_stretch,homography,0.106917,23.640761961764323,0.6140146542309022,0.058364804834127426,0,1.0,745,634
matrixcity_down_0076,152,151,repeat_seam,identity,0.366423,27.165551647347357,0.7753916454546147,0.15985466539859772,0,,,
matrixcity_down_0076,152,151,repeat_seam,homography,0.366423,18.638705216301187,0.4913147182938138,0.13611844182014465,0,1.0,742,588
matrixcity_down_0077,154,153,resolution_blur,identity,0.362269,25.025532203799585,0.6528233042436582,0.22859007120132446,0,,,
matrixcity_down_0077,154,153,resolution_blur,homography,0.362269,16.355134975694476,0.39348699695047334,0.1516207456588745,0,0.9104808857506439,643,510
matrixcity_down_0078,156,157,uv_stretch,identity,0.362359,16.642895605388464,0.4265031413776278,0.23320648074150085,0,,,
matrixcity_down_0078,156,157,uv_stretch,homography,0.362359,17.282229136989464,0.4632807707828848,0.09612580388784409,0,0.892838317800855,824,728
matrixcity_down_0079,158,159,repeat_seam,identity,0.262456,13.286934127202176,0.37624408629132333,0.24920840561389923,0,,,
matrixcity_down_0079,158,159,repeat_seam,homography,0.262456,17.533614401483057,0.4062732796209561,0.08199840784072876,0,0.99214725515896,709,601
matrixcity_down_0080,160,161,resolution_blur,identity,0.297219,25.839930418603323,0.6472984626318914,0.1027676984667778,0,,,
matrixcity_down_0080,160,161,resolution_blur,homography,0.297219,17.79264916825372,0.4259453536829096,0.0659184455871582,0,0.9899972747368102,690,525
matrixcity_down_0081,162,161,uv_stretch,identity,0.354161,8.60906280708253,0.3043174123663451,0.3414880931377411,0,,,
matrixcity_down_0081,162,161,uv_stretch,homography,0.354161,16.648391680812765,0.4352840586931444,0.08046648651361465,0,0.917526209831122,559,508
matrixcity_down_0082,164,165,repeat_seam,identity,0.388217,13.514734006214299,0.42423735277624164,0.17559581995010376,0,,,
matrixcity_down_0082,164,165,repeat_seam,homography,0.388217,16.3714665402839,0.3799503959352481,0.09213058650493622,0,0.8967381644801747,534,464
matrixcity_down_0083,166,167,resolution_blur,identity,0.38721,24.99591548060371,0.6469050852360052,0.09035992622375488,0,,,
matrixcity_down_0083,166,167,resolution_blur,homography,0.38721,15.96036884897158,0.3488078236358406,0.08053085207939148,0,0.896596162289197,571,471
matrixcity_down_0084,168,169,uv_stretch,identity,0.217818,15.785526043445575,0.3949321123286984,0.11910603940486908,0,,,
matrixcity_down_0084,168,169,uv_stretch,homography,0.217818,16.723795598231717,0.42809244817967224,0.06155146658420563,0,0.8179902487397736,846,728
matrixcity_down_0085,170,171,repeat_seam,identity,0.179637,19.51214644863142,0.6180443285682584,0.06346737593412399,0,,,
matrixcity_down_0085,170,171,repeat_seam,homography,0.179637,16.566670202550785,0.4453679677434558,0.06719544529914856,0,0.7750407766774106,901,755
matrixcity_down_0086,172,173,resolution_blur,identity,0.437205,26.358533836960227,0.6757397073987407,0.09920448064804077,0,,,
matrixcity_down_0086,172,173,resolution_blur,homography,0.437205,17.67257852935269,0.4057321249076521,0.10461130738258362,0,0.9425486899738109,729,579
matrixcity_down_0087,174,175,uv_stretch,identity,0.341322,12.177217562498473,0.36199436146092073,0.5475152730941772,0,,,
matrixcity_down_0087,174,175,uv_stretch,homography,0.341322,18.38883214558796,0.4365116737806246,0.1815716177225113,0,0.9227415754038708,649,512
matrixcity_down_0088,176,175,repeat_seam,identity,0.143291,29.864092089048697,0.8032161246179266,0.02445840649306774,0,,,
matrixcity_down_0088,176,175,repeat_seam,homography,0.143291,16.26916276269679,0.3441989472854879,0.08405038714408875,0,0.9086753529530814,888,630
matrixcity_down_0089,178,179,resolution_blur,identity,0.295777,27.100641434113157,0.6821204806301211,0.06495480984449387,0,,,
matrixcity_down_0089,178,179,resolution_blur,homography,0.295777,18.18668764634838,0.4743925085389684,0.03873603790998459,0,0.8910631996402695,721,574
matrixcity_down_0090,180,179,uv_stretch,identity,0.448561,9.49603916684956,0.33909252678595364,0.4334186911582947,0,,,
matrixcity_down_0090,180,179,uv_stretch,homography,0.448561,17.126216776308862,0.4456496975310223,0.13224545121192932,0,0.9226415136402852,380,321
matrixcity_down_0091,182,183,repeat_seam,identity,0.331154,9.997129159070699,0.345209179314247,0.3569561243057251,0,,,
matrixcity_down_0091,182,183,repeat_seam,homography,0.331154,17.02730679251222,0.39828366664427717,0.1290493607521057,0,0.9990367019573975,491,389
matrixcity_down_0092,184,183,resolution_blur,identity,0.311714,28.687861794652058,0.7152512825076374,0.11119286715984344,0,,,
matrixcity_down_0092,184,183,resolution_blur,homography,0.311714,20.358532515511648,0.5112782978808468,0.06496673822402954,0,1.0,751,599
matrixcity_down_0093,186,185,uv_stretch,identity,0.382,9.116385361299677,0.3188865202372652,0.6026814579963684,0,,,
matrixcity_down_0093,186,185,uv_stretch,homography,0.382,14.99756492474092,0.3472505346400388,0.31306594610214233,0,0.8458246073298429,507,441
matrixcity_down_0094,188,187,repeat_seam,identity,0.172035,15.175809367915411,0.5192512678461667,0.4622403085231781,0,,,
matrixcity_down_0094,188,187,repeat_seam,homography,0.172035,21.40624464542394,0.5364149588361465,0.10318201780319214,0,1.0,831,627
matrixcity_down_0095,190,191,resolution_blur,identity,0.169505,29.973679592558362,0.7391025986966162,0.3115234971046448,0,,,
matrixcity_down_0095,190,191,resolution_blur,homography,0.169505,19.01181540284884,0.4610525474920741,0.22422181069850922,0,0.8943747972036223,907,717
matrixcity_down_0096,192,193,uv_stretch,identity,0.348895,11.036927899782473,0.32576174117163126,0.3191768229007721,0,,,
matrixcity_down_0096,192,193,uv_stretch,homography,0.348895,16.146251448714604,0.40902210414244217,0.1101011335849762,0,0.9360695911377348,586,530
matrixcity_down_0097,194,195,repeat_seam,identity,0.29807,12.175746934209148,0.37455377588374256,0.27599290013313293,0,,,
matrixcity_down_0097,194,195,repeat_seam,homography,0.29807,17.12447431360272,0.4089557647627072,0.10736839473247528,0,0.9933438454054416,588,514
matrixcity_down_0098,196,195,resolution_blur,identity,0.226144,26.462358604787074,0.702450281567653,0.15393677353858948,0,,,
matrixcity_down_0098,196,195,resolution_blur,homography,0.226144,15.953967105064685,0.35485684720387883,0.20199163258075714,0,0.7649816046412905,862,533
matrixcity_down_0099,198,199,uv_stretch,identity,0.414369,8.538319468992116,0.3235485062266824,0.4618045687675476,0,,,
matrixcity_down_0099,198,199,uv_stretch,homography,0.414369,17.067974764399718,0.37567113088757886,0.1300595998764038,0,0.997540839203705,546,477
