sample_id,showcase_index,severity,category,mask_source,method,manual_sam_iou,manual_sam_dice,sam_ratio,selected_from,guard_score,seed_output_variance,mask_ratio,mask_outside_max_abs,mask_outside_mean_abs,original_mask_outside_max_abs,original_mask_outside_mean_abs,boundary_color_l1,boundary_edge_l1,inner_color_l1,color_mean_delta,color_std_delta,sharpness_gain,input_sharpness,output_sharpness
showcase_08_152_10_SKADBPYRPE_3_25_28_A_Bed_2_114.149297_22.282768_152.26_30.57121,8,medium,Bed,SAM_LoRA_cpu,G_lite_stochastic_proxy,0.9237877110543712,0.9603842521148765,0.46584691358024694,B1_deterministic,0.03311588495316672,1.310702919960022,0.46584691358024694,0,0.0,37,0.034999445297043436,1.8743656873703003,1.4907280206680298,5.042356967926025,0.5176137089729309,1.008928894996643,1.501629114151001,2.3222618103027344,3.8238909244537354
showcase_08_152_10_SKADBPYRPE_3_25_28_A_Bed_2_114.149297_22.282768_152.26_30.57121,8,medium,Bed,SAM_LoRA_cpu,Ours_guard_selected,0.9237877110543712,0.9603842521148765,0.46584691358024694,B1_deterministic,0.0322509804351437,0.0,0.46584691358024694,0,0.0,68,0.06096416618900579,3.2648842334747314,2.566847324371338,7.874218940734863,0.04616038128733635,1.90384042263031,1.2093563079833984,2.3222618103027344,3.531618118286133
showcase_09_11_62_TTSDZHIVHT_1_3_16_A_Living_114.13213_22.282362_109.46_60.14074,9,medium,Living,SAM_LoRA_cpu,B0_identity,0.9968256423534634,0.9984102980354382,0.36709506172839507,B1_deterministic,0.03583603604279686,0.0,0.36709506172839507,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2788687944412231,1.2788687944412231
showcase_09_11_62_TTSDZHIVHT_1_3_16_A_Living_114.13213_22.282362_109.46_60.14074,9,medium,Living,SAM_LoRA_cpu,B1_deterministic,0.9968256423534634,0.9984102980354382,0.36709506172839507,B1_deterministic,0.010847933767311118,0.0,0.36709506172839507,0,0.0,26,0.021051276399435877,3.970566511154175,4.033228874206543,10.609639167785645,0.02213541604578495,0.981787383556366,0.5409582853317261,1.2788687944412231,1.8198270797729492
showcase_09_11_62_TTSDZHIVHT_1_3_16_A_Living_114.13213_22.282362_109.46_60.14074,9,medium,Living,SAM_LoRA_cpu,G_lite_stochastic_proxy,0.9968256423534634,0.9984102980354382,0.36709506172839507,B1_deterministic,0.027092028440316118,1.3148092031478882,0.36709506172839507,0,0.0,14,0.011772745567339572,2.2205052375793457,2.1843557357788086,6.128403186798096,0.47682443261146545,0.5903294682502747,1.308709740638733,1.2788687944412231,2.587578535079956
showcase_09_11_62_TTSDZHIVHT_1_3_16_A_Living_114.13213_22.282362_109.46_60.14074,9,medium,Living,SAM_LoRA_cpu,Ours_guard_selected,0.9968256423534634,0.9984102980354382,0.36709506172839507,B1_deterministic,0.010847933767311118,0.0,0.36709506172839507,0,0.0,26,0.021051276399435877,3.970566511154175,4.033228874206543,10.609639167785645,0.02213541604578495,0.981787383556366,0.5409582853317261,1.2788687944412231,1.8198270797729492
showcase_10_332_11_SKBKBPEAPE_1_10_9_B_Living_114.148944_22.280819_177.7997_124.083485,10,medium,Living,SAM_LoRA_cpu,B0_identity,0.9183708193355553,0.9574486956110406,0.6477567901234568,B0_identity,0.03583603604279686,0.0,0.6477567901234568,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.555950880050659,2.555950880050659
showcase_10_332_11_SKBKBPEAPE_1_10_9_B_Living_114.148944_22.280819_177.7997_124.083485,10,medium,Living,SAM_LoRA_cpu,B1_deterministic,0.9183708193355553,0.9574486956110406,0.6477567901234568,B0_identity,0.040843086100162046,0.0,0.6477567901234568,0,0.0,60,0.06126869411917271,1.8175296783447266,1.6310724020004272,5.977451801300049,0.011553446762263775,2.1137211322784424,1.478764295578003,2.555950880050659,4.034715175628662
showcase_10_332_11_SKBKBPEAPE_1_10_9_B_Living_114.148944_22.280819_177.7997_124.083485,10,medium,Living,SAM_LoRA_cpu,G_lite_stochastic_proxy,0.9183708193355553,0.9574486956110406,0.6477567901234568,B0_identity,0.03780065078548793,1.3107099533081055,0.6477567901234568,0,0.0,33,0.037690241614298015,1.1180771589279175,0.9799352884292603,3.9511842727661133,0.4829813539981842,1.1303621530532837,1.6031701564788818,2.555950880050659,4.159121036529541
showcase_10_332_11_SKBKBPEAPE_1_10_9_B_Living_114.148944_22.280819_177.7997_124.083485,10,medium,Living,SAM_LoRA_cpu,Ours_guard_selected,0.9183708193355553,0.9574486956110406,0.6477567901234568,B0_identity,0.03583603604279686,0.0,0.6477567901234568,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.555950880050659,2.555950880050659
