sample_id,degradation_type,method,seed,outside_max_abs,changed_fraction_mask,mean_abs_delta_mask,low_frequency_lab_l1,mask_median_lab_shift,boundary_lab_l1,boundary_gradient_discontinuity,input_edge_retention,pairwise_seed_mad,seed_edge_iou,uncertain_mask_ratio,runtime_sec,selected,rejection_reason
showcase_09_11_62_TTSDZHIVHT_1_3_16_A_Living_114.13213_22.282362_109.46_60.14074,uv_stretch,identity,,0,0.0,0.0,0.0,0.0,0.0,1.6170518790659116e-07,1.0,28.983030319213867,0.1031374786081004,0.0,0.0,0,baseline
showcase_09_11_62_TTSDZHIVHT_1_3_16_A_Living_114.13213_22.282362_109.46_60.14074,uv_stretch,current_FLUX2,,0,0.999908929926638,70.32173370435956,28.782594680786133,31.66666603088379,18.692516326904297,111.9649887084961,0.0683414071961558,28.983030319213867,0.1031374786081004,0.0,0.0,0,fixed_baseline
showcase_09_11_62_TTSDZHIVHT_1_3_16_A_Living_114.13213_22.282362_109.46_60.14074,uv_stretch,Lab_anchor,,0,0.9663006998903786,21.143709700087136,7.3368024826049805,0.0,8.684743881225586,57.4589958190918,0.0741420539276987,28.983030319213867,0.1031374786081004,0.0,0.3631334810015687,0,postprocess_only
showcase_09_11_62_TTSDZHIVHT_1_3_16_A_Living_114.13213_22.282362_109.46_60.14074,uv_stretch,frequency_fusion,,0,0.7716603423560165,7.699035893976445,1.0086406469345093,0.6666666865348816,3.8637566566467285,30.919084548950195,0.08503294438858973,28.983030319213867,0.1031374786081004,0.0,0.3631334810015687,0,postprocess_only
showcase_09_11_62_TTSDZHIVHT_1_3_16_A_Living_114.13213_22.282362_109.46_60.14074,uv_stretch,Fill_seed,0,0,0.8271220170334767,19.41331871714872,9.656761169433594,10.0,0.14666005969047546,1.4929924011230469,0.3244156594799516,0.0,1.0,0.0,284.8492164870004,0,candidate
showcase_09_11_62_TTSDZHIVHT_1_3_16_A_Living_114.13213_22.282362_109.46_60.14074,uv_stretch,Fill_seed,1,0,0.8295370604604099,23.979812800404755,12.216737747192383,13.666666984558105,0.1434634029865265,1.3785349130630493,0.2675885766462821,0.0,1.0,0.0,37.29946119300075,0,candidate
showcase_09_11_62_TTSDZHIVHT_1_3_16_A_Living_114.13213_22.282362_109.46_60.14074,uv_stretch,Fill_seed,2,0,0.8276245889198077,21.26717710880625,9.743714332580566,13.0,0.14489638805389404,1.3482532501220703,0.17489576176414917,0.0,1.0,0.0,35.29320225400079,0,candidate
showcase_09_11_62_TTSDZHIVHT_1_3_16_A_Living_114.13213_22.282362_109.46_60.14074,uv_stretch,Fill_seed,3,0,0.828821991736234,21.184361806785283,10.74670124053955,13.666666984558105,0.15062831342220306,1.4901224374771118,0.42315326982897394,0.0,1.0,0.0,35.38592834800147,0,candidate
showcase_09_11_62_TTSDZHIVHT_1_3_16_A_Living_114.13213_22.282362_109.46_60.14074,uv_stretch,Fill_medoid,medoid,0,0.5625634539168564,4.187215335750626,0.8896793723106384,0.3333333432674408,0.0729166641831398,0.8575555682182312,0.4572358686001775,3.98896853129069,0.016930523638228705,0.0,388.6710651090034,0,candidate
showcase_09_11_62_TTSDZHIVHT_1_3_16_A_Living_114.13213_22.282362_109.46_60.14074,uv_stretch,Fill_Lab_anchor,medoid,0,0.6011670461253057,4.165278691289316,0.9666587710380554,0.3333333432674408,0.04591049253940582,0.6382544040679932,0.4477129489232337,3.98896853129069,0.016930523638228705,0.0,388.6710651090034,0,candidate
showcase_09_11_62_TTSDZHIVHT_1_3_16_A_Living_114.13213_22.282362_109.46_60.14074,uv_stretch,Fill_frequency_fusion,medoid,0,0.4879871827304157,3.35196447142817,0.6118381023406982,0.0,0.06216931343078613,0.5622082948684692,0.465832171750537,3.98896853129069,0.016930523638228705,0.0,388.6710651090034,0,candidate
