sample_id,source_group,split,category,severity,identity_candidate,mask_ratio,input_pseudo_psnr,input_pseudo_ssim_global,e1_pseudo_psnr,e1_pseudo_ssim_global,e1_mask_outside_max_abs,e1_mask_outside_mean_abs
image_patches_small/6_1494_93_TZTNIHIYHM_1_38_47_F_Bed_6,1494_93_TZTNIHIYHM_1_38_47_F_Bed,train,image_patches_small/clear_nostructure_noimagine,light,True,0.013367901234567901,33.10969155453394,0.9806977866206802,38.85944121972587,0.9953423191783782,0,0.0
image_patches_small/7_134_15_SKEYPPEAPE_1_5_32_A_MBed_7,134_15_SKEYPPEAPE_1_5_32_A_MBed,test,image_patches_small/clear_nostructure_noimagine,light,True,0.02442469135802469,32.420666651581655,0.9752422741999568,41.79482499543993,0.9974751557325633,0,0.0
image_patches_small/7_56_15_SKEYPPEAPE_1_3_10_A_MBath_7,56_15_SKEYPPEAPE_1_3_10_A_MBath,train,image_patches_small/clear_nostructure_noimagine,medium,False,0.06050246913580247,32.3043965260863,0.993896242993232,42.72746824311583,0.9994985865159399,0,0.0
image_patches_small/7_594_86_TZSMTHISHM_1_22_15_D_Bath_7,594_86_TZSMTHISHM_1_22_15_D_Bath,train,image_patches_small/clear_nostructure_noimagine,light,True,0.022571604938271605,34.185440962747016,0.9938323784375824,44.426440199869916,0.9994288057234078,0,0.0
image_patches_small/7_631_86_TZSMTHISHM_1_23_23_D_Utility_7,631_86_TZSMTHISHM_1_23_23_D_Utility,train,image_patches_small/clear_nostructure_noimagine,medium,False,0.0625037037037037,29.559681235849705,0.9891361992567951,39.58211283877637,0.9990532248205107,0,0.0
image_patches_small/7_682_41_SKSWBPWJPS_1_26_11_C_Bed_7,682_41_SKSWBPWJPS_1_26_11_C_Bed,train,image_patches_small/clear_nostructure_noimagine,light,True,0.02288641975308642,31.980018622740594,0.9879728547973325,41.06191639881824,0.9986272645542519,0,0.0
image_patches_small/7_908_80_TZLZZHIOHT_1_223_7_H_Bed_7,908_80_TZLZZHIOHT_1_223_7_H_Bed,test,image_patches_small/clear_nostructure_noimagine,light,True,0.021682716049382714,33.52504697009063,0.9921932462894536,41.12588116114284,0.9986504727508949,0,0.0
image_patches_small/8_0_24_SKPPWDPXPS_1_1_6_A_LivingDining_8,0_24_SKPPWDPXPS_1_1_6_A_LivingDining,train,image_patches_small/clear_nostructure_noimagine,light,True,0.03220987654320988,33.45059512160149,0.9939005624306911,41.94938500954477,0.9991962798681577,0,0.0
image_patches_small/8_1145_30_SKPPWKPEPE_2_50_47_C_Bed_8,1145_30_SKPPWKPEPE_2_50_47_C_Bed,train,image_patches_small/clear_nostructure_noimagine,light,True,0.04145679012345679,32.58023598126051,0.9930273780324079,41.027082177458766,0.9991177354369432,0,0.0
image_patches_small/8_134_10_SKADBPYRPE_3_25_10_A_Bed_8,134_10_SKADBPYRPE_3_25_10_A_Bed,train,image_patches_small/clear_nostructure_noimagine,light,True,0.01571111111111111,36.787456738151405,0.99696209635306,40.04325772249926,0.9985818732738341,0,0.0
image_patches_small/8_134_15_SKEYPPEAPE_1_5_32_A_MBed_8,134_15_SKEYPPEAPE_1_5_32_A_MBed,test,image_patches_small/clear_nostructure_noimagine,light,True,0.01929753086419753,34.56152086820358,0.9793318747205905,44.86459138881134,0.9986292029669418,0,0.0
image_patches_small/8_1_11_SKBKBPEAPE_1_1_2_A_Living_8,1_11_SKBKBPEAPE_1_1_2_A_Living,train,image_patches_small/clear_nostructure_noimagine,light,True,0.02490864197530864,35.53612112424615,0.9906520233243261,44.5202965313397,0.9989146744546492,0,0.0
image_patches_small/8_594_87_TZSNTHIAHM_1_22_11_D_MBed_8,594_87_TZSNTHIAHM_1_22_11_D_MBed,train,image_patches_small/clear_nostructure_noimagine,light,True,0.02829135802469136,31.868771806818895,0.9776725537254071,42.57303732538875,0.9984240870237664,0,0.0
image_patches_small/9_141_15_SKEYPPEAPE_1_6_11_A_Bed_9,141_15_SKEYPPEAPE_1_6_11_A_Bed,train,image_patches_small/clear_nostructure_noimagine,light,True,0.021680246913580246,32.54251847031525,0.9606361015242911,43.82388302618037,0.9973906860227723,0,0.0
image_patches_small/0_138_7_SEPPWDPXPE_1_5_19_A_Bed_0,138_7_SEPPWDPXPE_1_5_19_A_Bed,train,image_patches_small/clear_structure_imagine,severe,False,0.11182716049382715,25.524531501942583,0.9692574549111715,34.264652308014966,0.9965457867518482,0,0.0
image_patches_small/0_590_2_OSJDFRJRRU_1_20_31_F_Bed_0,590_2_OSJDFRJRRU_1_20_31_F_Bed,val,image_patches_small/clear_structure_imagine,severe,False,0.23241604938271604,24.715020628878737,0.9857990982083374,34.65791448596585,0.998820341951197,0,0.0
image_patches_small/100_126_27_SKPPWEPXPE_2_32_17_B_Living_0,126_27_SKPPWEPXPE_2_32_17_B_Living,val,image_patches_small/clear_structure_imagine,severe,False,0.10968518518518519,29.032547075230525,0.9954870468623306,34.95939521537204,0.9989646014053931,0,0.0
image_patches_small/100_138_7_SEPPWDPXPE_1_5_19_A_Bed_0,138_7_SEPPWDPXPE_1_5_19_A_Bed,train,image_patches_small/clear_structure_imagine,severe,False,0.11066913580246913,25.464565313644627,0.9689783428258134,34.122173842783155,0.9964329615236439,0,0.0
image_patches_small/10_11_5_OSRRQRUXUU_1_2_1_A_Bed_10,11_5_OSRRQRUXUU_1_2_1_A_Bed,train,image_patches_small/clear_structure_imagine,light,False,0.022512345679012346,32.20374984020276,0.9873430428412433,39.520052051600345,0.9978405857672664,0,0.0
image_patches_small/10_1325_56_SSPPWYPXPS_1_26_11_G_Living_10,1325_56_SSPPWYPXPS_1_26_11_G_Living,train,image_patches_small/clear_structure_imagine,light,False,0.02115679012345679,30.960193232327438,0.986414352523621,41.93414845557372,0.9991368162614577,0,0.0
image_patches_small/11_11_5_OSRRQRUXUU_1_2_1_A_Bed_11,11_5_OSRRQRUXUU_1_2_1_A_Bed,train,image_patches_small/clear_structure_imagine,light,False,0.014144444444444444,34.07574901756647,0.9867917341878294,40.98381372750448,0.9975047673408908,0,0.0
image_patches_small/11_1325_56_SSPPWYPXPS_1_26_11_G_Living_11,1325_56_SSPPWYPXPS_1_26_11_G_Living,train,image_patches_small/clear_structure_imagine,light,False,0.025603703703703705,30.90930892139086,0.9640571611260491,39.44409477696607,0.9953344399779418,0,0.0
image_patches_small/11_179_61_TTNTIHLEHM_1_17_8_C_Bed_11,179_61_TTNTIHLEHM_1_17_8_C_Bed,train,image_patches_small/clear_structure_imagine,light,False,0.018085185185185187,34.078852292506056,0.9910013312908261,41.97903075597466,0.9986851505953221,0,0.0
image_patches_small/12_179_61_TTNTIHLEHM_1_17_8_C_Bed_12,179_61_TTNTIHLEHM_1_17_8_C_Bed,train,image_patches_small/clear_structure_imagine,light,False,0.01717037037037037,37.01079112336921,0.9913284983853696,45.538300082514425,0.9989604542484112,0,0.0
image_patches_small/2_594_30_SKPPWKPEPE_2_38_36_B_Living_2,594_30_SKPPWKPEPE_2_38_36_B_Living,test,image_patches_small/clear_structure_imagine,severe,False,0.06549506172839506,26.646826206568164,0.9815765414835435,34.31677859999023,0.9970165957937807,0,0.0
image_patches_small/2_608_82_TZNITHIOHM_1_117_27_D_Bed_2,608_82_TZNITHIOHM_1_117_27_D_Bed,train,image_patches_small/clear_structure_imagine,medium,False,0.05857654320987654,28.329965382676363,0.982600644233279,36.434448038791956,0.9975645487554096,0,0.0
image_patches_small/3_126_27_SKPPWEPXPE_2_32_17_B_Living_3,126_27_SKPPWEPXPE_2_32_17_B_Living,val,image_patches_small/clear_structure_imagine,light,False,0.026008641975308642,35.11815218612339,0.9960317777703921,42.09489637361475,0.9992931319761612,0,0.0
image_patches_small/3_29_44_SSPPWBPEPK_1_2_6_A_MBed_3,29_44_SSPPWBPEPK_1_2_6_A_MBed,train,image_patches_small/clear_structure_imagine,light,False,0.0205641975308642,35.45834758795392,0.9981107359843836,39.94991933585639,0.9993749804181357,0,0.0
image_patches_small/4_632_3_OSRJURUXRU_1_31_15_D_MBed_4,632_3_OSRJURUXRU_1_31_15_D_MBed,train,image_patches_small/clear_structure_imagine,light,False,0.042823456790123456,33.8569346958868,0.9950043783913665,41.7253633957135,0.9993162503757245,0,0.0
image_patches_small/5_608_82_TZNITHIOHM_1_117_27_D_Bed_5,608_82_TZNITHIOHM_1_117_27_D_Bed,train,image_patches_small/clear_structure_imagine,light,False,0.015112345679012346,35.12870170516549,0.9891803409114345,42.60697093501609,0.998254190746865,0,0.0
image_patches_small/6_1346_81_TZMNIHIXHM_1_34_25_E_MBed_6,1346_81_TZMNIHIXHM_1_34_25_E_MBed,train,image_patches_small/clear_structure_imagine,medium,False,0.02551851851851852,30.139246387503064,0.9741658119061468,37.48744163452743,0.995832356928051,0,0.0
image_patches_small/6_589_87_TZSNTHIAHM_1_22_6_D_MBed_6,589_87_TZSNTHIAHM_1_22_6_D_MBed,train,image_patches_small/clear_structure_imagine,light,False,0.026139506172839506,37.043814874702484,0.997437191035235,43.31060666434769,0.9994071355891058,0,0.0
image_patches_small/6_594_87_TZSNTHIAHM_1_22_11_D_MBed_6,594_87_TZSNTHIAHM_1_22_11_D_MBed,train,image_patches_small/clear_structure_imagine,light,False,0.024201234567901235,37.199399184274455,0.9975610554425709,43.460338803945476,0.9994543025310255,0,0.0
image_patches_small/7_11_61_TTNTIHLEHM_1_1_13_A_Bed_7,11_61_TTNTIHLEHM_1_1_13_A_Bed,train,image_patches_small/clear_structure_imagine,light,False,0.02369259259259259,34.83765627193511,0.9963231139057223,42.8248964937623,0.9994730200109679,0,0.0
image_patches_small/8_11_61_TTNTIHLEHM_1_1_13_A_Bed_8,11_61_TTNTIHLEHM_1_1_13_A_Bed,train,image_patches_small/clear_structure_imagine,light,False,0.04220493827160494,33.28717462788197,0.9939167800653139,42.95198787448782,0.9994171408808213,0,0.0
image_patches_small/0_0_24_SKPPWDPXPS_1_1_6_A_LivingDining_0,0_24_SKPPWDPXPS_1_1_6_A_LivingDining,train,image_patches_small/clear_structure_noimagine,medium,False,0.06299135802469136,30.42120676945953,0.9926558248963201,37.931724765465894,0.9988774767180759,0,0.0
image_patches_small/0_11_63_TTTSTHHXHM_1_1_12_A_Kitchen_0,11_63_TTTSTHHXHM_1_1_12_A_Kitchen,train,image_patches_small/clear_structure_noimagine,medium,False,0.07220493827160494,32.01046425013697,0.9964860529380449,39.583449994915505,0.9995041084991945,0,0.0
image_patches_small/0_120_41_SKSWBPWJPS_1_5_9_A_Bed_0,120_41_SKSWBPWJPS_1_5_9_A_Bed,train,image_patches_small/clear_structure_noimagine,severe,False,0.11064074074074073,27.098233302486243,0.98877386445206,35.24329379722862,0.9984873749193973,0,0.0
image_patches_small/0_141_15_SKEYPPEAPE_1_6_11_A_Bed_0,141_15_SKEYPPEAPE_1_6_11_A_Bed,train,image_patches_small/clear_structure_noimagine,severe,False,0.08668888888888888,26.86162933874283,0.9831548008390055,35.051136177497085,0.9978149876473272,0,0.0
image_patches_small/0_179_61_TTNTIHLEHM_1_17_8_C_Bed_0,179_61_TTNTIHLEHM_1_17_8_C_Bed,train,image_patches_small/clear_structure_noimagine,medium,False,0.04061851851851852,33.3702846976577,0.9986036750558589,36.327039637457524,0.9993391107081088,0,0.0
image_patches_small/0_1_11_SKBKBPEAPE_1_1_2_A_Living_0,1_11_SKBKBPEAPE_1_1_2_A_Living,train,image_patches_small/clear_structure_noimagine,medium,False,0.02678395061728395,33.64030685220567,0.9986508008218811,35.22713304477255,0.9991292468970696,0,0.0
image_patches_small/0_1_20_SKPPWAPXPE_1_15_7_A_Living_0,1_20_SKPPWAPXPE_1_15_7_A_Living,val,image_patches_small/clear_structure_noimagine,severe,False,0.12793333333333334,27.861707719663954,0.9933877941483722,35.69291150810367,0.9990826734978924,0,0.0
image_patches_small/0_29_44_SSPPWBPEPK_1_2_6_A_MBed_0,29_44_SSPPWBPEPK_1_2_6_A_MBed,train,image_patches_small/clear_structure_noimagine,medium,False,0.0630037037037037,31.54212002745328,0.9965662405637479,38.233517330499154,0.9993311731811654,0,0.0
image_patches_small/0_883_71_TZDZTHIRHM_1_26_34_C_LivingDining_0,883_71_TZDZTHIRHM_1_26_34_C_LivingDining,train,image_patches_small/clear_structure_noimagine,medium,False,0.08202716049382716,29.669210100590213,0.9949537141454549,35.526424048128064,0.9988680534166987,0,0.0
image_patches_small/100_156_86_TZSMTHISHM_1_6_12_A_Bath_0,156_86_TZSMTHISHM_1_6_12_A_Bath,train,image_patches_small/clear_structure_noimagine,medium,False,0.041401234567901235,32.342736595963174,0.9960578246371307,41.01859275888961,0.9995519994680302,0,0.0
image_patches_small/100_179_61_TTNTIHLEHM_1_17_8_C_Bed_0,179_61_TTNTIHLEHM_1_17_8_C_Bed,train,image_patches_small/clear_structure_noimagine,severe,False,0.10698271604938271,28.717912106376843,0.9957981544986458,35.984740316402714,0.9992883262157423,0,0.0
image_patches_small/100_1_20_SKPPWAPXPE_1_15_7_A_Living_0,1_20_SKPPWAPXPE_1_15_7_A_Living,val,image_patches_small/clear_structure_noimagine,severe,False,0.19816666666666666,26.30905733117466,0.991971834888353,34.30712211942338,0.9989311022455492,0,0.0
image_patches_small/100_56_15_SKEYPPEAPE_1_3_10_A_MBath_0,56_15_SKEYPPEAPE_1_3_10_A_MBath,train,image_patches_small/clear_structure_noimagine,medium,False,0.07431851851851852,28.564602668871238,0.9884599387399204,38.24576867925588,0.9988464580877319,0,0.0
image_patches_small/100_594_86_TZSMTHISHM_1_22_15_D_Bath_0,594_86_TZSMTHISHM_1_22_15_D_Bath,train,image_patches_small/clear_structure_noimagine,severe,False,0.15413086419753086,26.674777701155765,0.9895765415427094,37.735493880586844,0.9992544645216265,0,0.0
image_patches_small/101_0_93_TZTNIHIYHM_1_1_2_A_MBed_1,0_93_TZTNIHIYHM_1_1_2_A_MBed,train,image_patches_small/clear_structure_noimagine,medium,False,0.05266543209876543,26.909797293218034,0.978199210162542,36.33104852511646,0.9977130821634443,0,0.0
image_patches_small/101_379_11_SKBKBPEAPE_1_11_20_C_Living_1,379_11_SKBKBPEAPE_1_11_20_C_Living,val,image_patches_small/clear_structure_noimagine,medium,False,0.022969135802469134,28.91430751047942,0.9436819796249415,40.00315973650758,0.9963103761408449,0,0.0
image_patches_small/101_589_87_TZSNTHIAHM_1_22_6_D_MBed_1,589_87_TZSNTHIAHM_1_22_6_D_MBed,train,image_patches_small/clear_structure_noimagine,severe,False,0.17181358024691357,25.48988239075193,0.9891072760969472,34.79455859270328,0.9988958776429694,0,0.0
image_patches_small/102_0_93_TZTNIHIYHM_1_1_2_A_MBed_2,0_93_TZTNIHIYHM_1_1_2_A_MBed,train,image_patches_small/clear_structure_noimagine,medium,False,0.06443703703703704,29.960039254271976,0.9910034741119873,40.385008695824254,0.9992756583275445,0,0.0
image_patches_small/102_120_17_SKPDPPERPE_1_5_18_A_MBed_2,120_17_SKPDPPERPE_1_5_18_A_MBed,val,image_patches_small/clear_structure_noimagine,medium,False,0.046874074074074075,29.655304725617896,0.980431039143374,38.79877203441234,0.9979310210446637,0,0.0
image_patches_small/102_594_86_TZSMTHISHM_1_22_15_D_Bath_2,594_86_TZSMTHISHM_1_22_15_D_Bath,train,image_patches_small/clear_structure_noimagine,medium,False,0.09969506172839507,30.61153382415766,0.9960716236330817,38.2612417407931,0.9993901031575395,0,0.0
image_patches_small/10_141_15_SKEYPPEAPE_1_6_11_A_Bed_10,141_15_SKEYPPEAPE_1_6_11_A_Bed,train,image_patches_small/clear_structure_noimagine,light,True,0.019507407407407407,31.7706961949107,0.9787801392643086,38.782447090738536,0.9960022604420663,0,0.0
image_patches_small/10_1_11_SKBKBPEAPE_1_1_2_A_Living_10,1_11_SKBKBPEAPE_1_1_2_A_Living,train,image_patches_small/clear_structure_noimagine,light,True,0.002117283950617284,43.542067119280226,0.9993210800201102,44.500895611145424,0.9994649759175394,0,0.0
image_patches_small/10_609_11_SKBKBPEAPE_1_17_34_D_Bed_10,609_11_SKBKBPEAPE_1_17_34_D_Bed,train,image_patches_small/clear_structure_noimagine,light,True,0.024411111111111113,31.975335683540784,0.9833588026835524,40.539150035494075,0.9980087836894092,0,0.0
image_patches_small/11_632_3_OSRJURUXRU_1_31_15_D_MBed_11,632_3_OSRJURUXRU_1_31_15_D_MBed,train,image_patches_small/clear_structure_noimagine,light,True,0.02308641975308642,29.479488853927403,0.9685290326725954,40.13943416527313,0.9974243072901103,0,0.0
image_patches_small/12_1007_11_SKBKBPEAPE_1_106_36_G_Bed_12,1007_11_SKBKBPEAPE_1_106_36_G_Bed,train,image_patches_small/clear_structure_noimagine,light,True,0.0074,34.59540036112126,0.950604110397004,43.23685987402935,0.9945790155631796,0,0.0
image_patches_small/14_179_61_TTNTIHLEHM_1_17_8_C_Bed_14,179_61_TTNTIHLEHM_1_17_8_C_Bed,train,image_patches_small/clear_structure_noimagine,light,True,0.007291358024691358,38.002036022976284,0.989669581787902,47.287830472657845,0.9988062732073704,0,0.0
image_patches_small/1_0_24_SKPPWDPXPS_1_1_6_A_LivingDining_1,0_24_SKPPWDPXPS_1_1_6_A_LivingDining,train,image_patches_small/clear_structure_noimagine,medium,False,0.05119876543209877,30.519986999350483,0.9882253894055014,39.09340759753602,0.9985062967369526,0,0.0
image_patches_small/1_0_93_TZTNIHIYHM_1_1_2_A_MBed_1,0_93_TZTNIHIYHM_1_1_2_A_MBed,train,image_patches_small/clear_structure_noimagine,medium,False,0.05395802469135803,29.98523813743713,0.9896670997383861,39.76231830536795,0.9990276129123069,0,0.0
image_patches_small/1_11_61_TTNTIHLEHM_1_1_13_A_Bed_1,11_61_TTNTIHLEHM_1_1_13_A_Bed,train,image_patches_small/clear_structure_noimagine,medium,False,0.022075308641975308,34.07225360860948,0.9973831030566298,38.63540643955156,0.9991239838680214,0,0.0
image_patches_small/1_156_86_TZSMTHISHM_1_6_12_A_Bath_1,156_86_TZSMTHISHM_1_6_12_A_Bath,train,image_patches_small/clear_structure_noimagine,medium,False,0.0012493827160493828,37.15661177463687,0.9993765406853424,37.26582013977487,0.9993930391342981,0,0.0
image_patches_small/1_179_61_TTNTIHLEHM_1_17_8_C_Bed_1,179_61_TTNTIHLEHM_1_17_8_C_Bed,train,image_patches_small/clear_structure_noimagine,medium,False,0.03919876543209876,34.154296092650334,0.9985677693940982,37.84601635839411,0.9994200640057431,0,0.0
image_patches_small/1_1_20_SKPPWAPXPE_1_15_7_A_Living_1,1_20_SKPPWAPXPE_1_15_7_A_Living,val,image_patches_small/clear_structure_noimagine,light,True,0.03825802469135803,34.019160499740025,0.9945427808282081,40.44784891769179,0.9989209013321455,0,0.0
image_patches_small/1_594_86_TZSMTHISHM_1_22_15_D_Bath_1,594_86_TZSMTHISHM_1_22_15_D_Bath,train,image_patches_small/clear_structure_noimagine,severe,False,0.12884197530864197,27.59236111735371,0.9902576704256981,38.79408137184171,0.9993359330405607,0,0.0
image_patches_small/1_632_84_TZSHZHMRHM_1_20_25_B_Living_1,632_84_TZSHZHMRHM_1_20_25_B_Living,test,image_patches_small/clear_structure_noimagine,medium,False,0.08174938271604938,26.97532160891786,0.9829515248809993,35.5726447545604,0.9981947310184452,0,0.0
image_patches_small/201_0_93_TZTNIHIYHM_1_1_2_A_MBed_1,0_93_TZTNIHIYHM_1_1_2_A_MBed,train,image_patches_small/clear_structure_noimagine,medium,False,0.055462962962962964,26.47552519856972,0.9754230789553704,35.63839118013639,0.9972799213588063,0,0.0
image_patches_small/202_0_93_TZTNIHIYHM_1_1_2_A_MBed_2,0_93_TZTNIHIYHM_1_1_2_A_MBed,train,image_patches_small/clear_structure_noimagine,medium,False,0.0654641975308642,28.97706759911056,0.9888056850474292,38.57059667725802,0.9988918925422658,0,0.0
image_patches_small/2_0_93_TZTNIHIYHM_1_1_2_A_MBed_2,0_93_TZTNIHIYHM_1_1_2_A_MBed,train,image_patches_small/clear_structure_noimagine,medium,False,0.04971604938271605,27.87549523741289,0.9799923860338915,36.86382399154607,0.9977108236923031,0,0.0
image_patches_small/2_113_41_SKSWBPWJPS_1_5_2_A_Bed_2,113_41_SKSWBPWJPS_1_5_2_A_Bed,train,image_patches_small/clear_structure_noimagine,light,True,0.037428395061728396,34.81926741954039,0.9957080282448149,43.35358070392374,0.9994600651079792,0,0.0
image_patches_small/2_12_86_TZSMTHISHM_1_1_13_A_LivingDining_2,12_86_TZSMTHISHM_1_1_13_A_LivingDining,test,image_patches_small/clear_structure_noimagine,severe,False,0.0995395061728395,24.24726237485823,0.9773994337127622,37.955351157347195,0.9992103047103266,0,0.0
image_patches_small/2_1314_25_SKPPWEPEPE_2_51_8_B_Living_2,1314_25_SKPPWEPEPE_2_51_8_B_Living,test,image_patches_small/clear_structure_noimagine,medium,False,0.03729382716049383,32.43686776688035,0.9941654369484486,41.427530679964136,0.9993543144311541,0,0.0
image_patches_small/2_168_41_SKSWBPWJPS_1_7_1_B_Bed_2,168_41_SKSWBPWJPS_1_7_1_B_Bed,test,image_patches_small/clear_structure_noimagine,light,True,0.03833950617283951,32.20623427348043,0.9903609026761934,41.0163481336275,0.9988779164730983,0,0.0
image_patches_small/2_1_20_SKPPWAPXPE_1_15_7_A_Living_2,1_20_SKPPWAPXPE_1_15_7_A_Living,val,image_patches_small/clear_structure_noimagine,light,True,0.013944444444444445,35.09718533014745,0.9903178352351705,44.126917045306044,0.9990557768668205,0,0.0
image_patches_small/2_632_84_TZSHZHMRHM_1_20_25_B_Living_2,632_84_TZSHZHMRHM_1_20_25_B_Living,test,image_patches_small/clear_structure_noimagine,medium,False,0.0724530864197531,27.205759334735077,0.9830845382601588,35.99613108353243,0.99834553067135,0,0.0
image_patches_small/3_138_7_SEPPWDPXPE_1_5_19_A_Bed_3,138_7_SEPPWDPXPE_1_5_19_A_Bed,train,image_patches_small/clear_structure_noimagine,severe,False,0.15059876543209877,25.199870762849184,0.9820792469438981,35.6797150416043,0.9987695577281064,0,0.0
image_patches_small/3_156_86_TZSMTHISHM_1_6_12_A_Bath_3,156_86_TZSMTHISHM_1_6_12_A_Bath,train,image_patches_small/clear_structure_noimagine,light,True,0.019574074074074074,35.59940611495397,0.9978678420955999,39.33907579562956,0.9991650347612208,0,0.0
image_patches_small/3_608_82_TZNITHIOHM_1_117_27_D_Bed_3,608_82_TZNITHIOHM_1_117_27_D_Bed,train,image_patches_small/clear_structure_noimagine,medium,False,0.06480740740740741,29.408481755527735,0.9880665148036777,38.48530273595137,0.9987880756077482,0,0.0
image_patches_small/3_632_3_OSRJURUXRU_1_31_15_D_MBed_3,632_3_OSRJURUXRU_1_31_15_D_MBed,train,image_patches_small/clear_structure_noimagine,medium,False,0.05051358024691358,32.67483413569226,0.9954219778551375,40.492806824995895,0.9993354066254274,0,0.0
image_patches_small/3_650_86_TZSMTHISHM_1_24_13_D_LivingDining_3,650_86_TZSMTHISHM_1_24_13_D_LivingDining,test,image_patches_small/clear_structure_noimagine,medium,False,0.06445185185185186,33.846795683790766,0.997206617416915,42.14770461268273,0.9996272540899878,0,0.0
image_patches_small/3_682_41_SKSWBPWJPS_1_26_11_C_Bed_3,682_41_SKSWBPWJPS_1_26_11_C_Bed,train,image_patches_small/clear_structure_noimagine,medium,False,0.0643320987654321,30.195088065191094,0.9844511701925955,40.566174618379094,0.9987885762190659,0,0.0
image_patches_small/3_838_27_SKPPWEPXPE_5_95_23_B_Living_3,838_27_SKPPWEPXPE_5_95_23_B_Living,train,image_patches_small/clear_structure_noimagine,light,True,0.012696296296296296,37.86455304807447,0.9981728058845004,41.18674237705049,0.9991706043362256,0,0.0
image_patches_small/4_0_24_SKPPWDPXPS_1_1_6_A_LivingDining_4,0_24_SKPPWDPXPS_1_1_6_A_LivingDining,train,image_patches_small/clear_structure_noimagine,light,True,0.018174074074074075,35.5714756397608,0.9950242420353296,42.481286343229726,0.9991054953809123,0,0.0
image_patches_small/4_134_15_SKEYPPEAPE_1_5_32_A_MBed_4,134_15_SKEYPPEAPE_1_5_32_A_MBed,test,image_patches_small/clear_structure_noimagine,light,True,0.03119753086419753,31.77342653015764,0.98700233477574,41.92932826332803,0.9989511596138071,0,0.0
image_patches_small/4_141_15_SKEYPPEAPE_1_6_11_A_Bed_4,141_15_SKEYPPEAPE_1_6_11_A_Bed,train,image_patches_small/clear_structure_noimagine,medium,False,0.04874197530864197,31.7416464595637,0.9926524195416343,41.32471615641707,0.9992345918340884,0,0.0
image_patches_small/4_609_11_SKBKBPEAPE_1_17_34_D_Bed_4,609_11_SKBKBPEAPE_1_17_34_D_Bed,train,image_patches_small/clear_structure_noimagine,medium,False,0.057149382716049385,29.40213466565138,0.9844255382031101,37.912913948722306,0.9979749986533799,0,0.0
image_patches_small/5_0_24_SKPPWDPXPS_1_1_6_A_LivingDining_5,0_24_SKPPWDPXPS_1_1_6_A_LivingDining,train,image_patches_small/clear_structure_noimagine,light,True,0.03666172839506173,32.3198085344959,0.9820109064688572,41.36019423974,0.9980374579462162,0,0.0
image_patches_small/5_13_22_SKPPWBPEPE_1_14_7_Whole_MBed_5,13_22_SKPPWBPEPE_1_14_7_Whole_MBed,train,image_patches_small/clear_structure_noimagine,medium,False,0.056623456790123455,28.583666098056845,0.9785663189154664,39.108708451067734,0.9983470134097954,0,0.0
image_patches_small/5_609_11_SKBKBPEAPE_1_17_34_D_Bed_5,609_11_SKBKBPEAPE_1_17_34_D_Bed,train,image_patches_small/clear_structure_noimagine,medium,False,0.048106172839506176,30.58707822815488,0.9856882711568756,39.9495557309131,0.9986784575105478,0,0.0
image_patches_small/6_141_15_SKEYPPEAPE_1_6_11_A_Bed_6,141_15_SKEYPPEAPE_1_6_11_A_Bed,train,image_patches_small/clear_structure_noimagine,medium,False,0.03800617283950617,29.733603825269306,0.9721630845730911,38.36026623118795,0.9967732793456497,0,0.0
image_patches_small/6_154_44_SSPPWBPEPK_1_12_5_E_Living_6,154_44_SSPPWBPEPK_1_12_5_E_Living,test,image_patches_small/clear_structure_noimagine,light,True,0.02047037037037037,32.45614611854276,0.9476011867364093,47.802505977487385,0.998794459939884,0,0.0
image_patches_small/6_179_61_TTNTIHLEHM_1_17_8_C_Bed_6,179_61_TTNTIHLEHM_1_17_8_C_Bed,train,image_patches_small/clear_structure_noimagine,medium,False,0.029371604938271605,29.500410936081455,0.9621372786349753,39.38199245950606,0.9965178285807988,0,0.0
image_patches_small/6_325_38_SKPPWYPEPE_1_105_13_B_MBed_6,325_38_SKPPWYPEPE_1_105_13_B_MBed,train,image_patches_small/clear_structure_noimagine,medium,False,0.03220246913580247,30.280536451214715,0.9648912079681355,39.404912930925136,0.9959591151905124,0,0.0
image_patches_small/6_379_11_SKBKBPEAPE_1_11_20_C_Living_6,379_11_SKBKBPEAPE_1_11_20_C_Living,val,image_patches_small/clear_structure_noimagine,light,True,0.01667530864197531,30.35689456377552,0.9409522903903104,42.360129727969934,0.9970180509889904,0,0.0
image_patches_small/6_637_3_OSRJURUXRU_1_31_20_D_MBed_6,637_3_OSRJURUXRU_1_31_20_D_MBed,train,image_patches_small/clear_structure_noimagine,medium,False,0.05223086419753086,28.469025582995148,0.9783009244344746,40.40506403590288,0.9987002436606857,0,0.0
image_patches_small/6_651_3_OSRJURUXRU_1_32_8_D_Bed_6,651_3_OSRJURUXRU_1_32_8_D_Bed,train,image_patches_small/clear_structure_noimagine,light,True,0.02096172839506173,36.169400310383345,0.998174681487227,39.99274704270925,0.9992991714392417,0,0.0
image_patches_small/7_134_10_SKADBPYRPE_3_25_10_A_Bed_7,134_10_SKADBPYRPE_3_25_10_A_Bed,train,image_patches_small/clear_structure_noimagine,light,True,0.03571481481481482,34.918044378456635,0.9954554044576035,43.07097226928604,0.999390763270981,0,0.0
